kenteken_land,voertuig_soort,merk,inrichting,datum_eerste_toelating,datum_tenaamstelling,toegestane_maximum_massa_voertuig,europese_voertuigcategorie,europese_voertuigcategorie_toevoeging,taxi_indicator,maximale_constructie_snelheid_bromsnorfiets,brandstoffen,extra_data,diesel,gasoline,electric,versit_klasse,count
NL,fa0e8ff5963262767b68d36aeb91ce09,,fa0e8ff5963262767b68d36aeb91ce09,1995-01-01,,1500,M,,FALSE,,"[{""volgnr"": 1, ""brandstof"": ""Benzine""}]",,,,,9bfe925250d675d4017ce60eab62b3ce,1
NL,6e4b38bfd57741ac1597c440a1c98074,996e8ce50025e8b1e8fa95fcb28c4e5a,d20f83ee6933aa1ea047fe5cbd9c1fd5,2011-01-01,,18600,R,,FALSE,,"[{""volgnr"": 1, ""brandstof"": ""Diesel""}]",,,,,fa1f3f8a96356b868f354737b59435ce,1
NL,a29ff6330fd63f49aebac7238b9dd8fd,,32a007c3cea025fd86785ac61678bf86,2016-01-01,,1500,L,,FALSE,,"[{""volgnr"": 1, ""brandstof"": ""Diesel""}]",,,,,cf952ed04b6fe4b477cd141f74d0bed6,1
NL,fa0e8ff5963262767b68d36aeb91ce09,,fa0e8ff5963262767b68d36aeb91ce09,2018-01-01,,1500,M,,FALSE,,"[{""volgnr"": 1, ""brandstof"": ""Benzine""}]",,,,,313080aa46414e2bd9573e0c095b3be4,1
NL,a29ff6330fd63f49aebac7238b9dd8fd,,32a007c3cea025fd86785ac61678bf86,2017-01-01,,1500,N,,FALSE,,"[{""volgnr"": 1, ""brandstof"": ""Diesel""}]",,,,,,1
NL,a29ff6330fd63f49aebac7238b9dd8fd,,32a007c3cea025fd86785ac61678bf86,2018-01-01,,1500,N,,FALSE,,"[{""volgnr"": 1, ""brandstof"": ""Diesel""}]",,,,,fb22a50c3e5e5b1e4a904da4406932b9,1
NL,fa0e8ff5963262767b68d36aeb91ce09,,fa0e8ff5963262767b68d36aeb91ce09,2013-01-01,,1500,M,,TRUE,,"[{""volgnr"": 1, ""brandstof"": ""Diesel""}]",,,,,ab5cabba031ad4dea7bcb7d4642fe825,1
NL,b920429cc3267eae82f7c4fec430abf8,,4d0a6feb5d057b41f2e0dacf763834fa,2019-01-01,,1500,C,,FALSE,,"[{""volgnr"": 1, ""brandstof"": ""Benzine""}]",,,,,fddff45fd0a0676f140ecc0406c34b1a,1
NL,fa0e8ff5963262767b68d36aeb91ce09,,fa0e8ff5963262767b68d36aeb91ce09,2014-01-01,,1500,M,,FALSE,,"[{""volgnr"": 1, ""brandstof"": ""Benzine""}]",,,,,2cfe9b188b4005230cfbedfb17292d2b,1
NL,fa0e8ff5963262767b68d36aeb91ce09,,fa0e8ff5963262767b68d36aeb91ce09,2019-01-01,,1500,M,,TRUE,,"[{""volgnr"": 1, ""brandstof"": ""Benzine""}]",,,,,313080aa46414e2bd9573e0c095b3be4,1
NL,fa0e8ff5963262767b68d36aeb91ce09,,fa0e8ff5963262767b68d36aeb91ce09,2010-01-01,,1500,M,,FALSE,,"[{""volgnr"": 1, ""brandstof"": ""CNG""}]",,,,,be80f90092176f7895b105fbad8c5897,1
NL,fa0e8ff5963262767b68d36aeb91ce09,,fa0e8ff5963262767b68d36aeb91ce09,2015-01-01,,1500,M,,TRUE,,"[{""volgnr"": 1, ""brandstof"": ""Benzine""}, {""volgnr"": 2, ""brandstof"": ""Elektriciteit""}]",,,,,2cfe9b188b4005230cfbedfb17292d2b,1
NL,a29ff6330fd63f49aebac7238b9dd8fd,,32a007c3cea025fd86785ac61678bf86,2012-01-01,,1500,N,,FALSE,,"[{""volgnr"": 1, ""brandstof"": ""Elektriciteit""}]",,,,,db6afb025be0642453da999116a854ca,1
NL,a29ff6330fd63f49aebac7238b9dd8fd,,32a007c3cea025fd86785ac61678bf86,2016-01-01,,1500,N,,FALSE,,"[{""volgnr"": 1, ""brandstof"": ""Diesel""}]",,,,,df214c6d7573c6613c0b1efff307e902,1
NL,fa0e8ff5963262767b68d36aeb91ce09,,fa0e8ff5963262767b68d36aeb91ce09,2003-01-01,,1500,M,,FALSE,,"[{""volgnr"": 1, ""brandstof"": ""Benzine""}]",,,,,9796b84e3ccacab0a72d778de2a674ba,1
NL,a29ff6330fd63f49aebac7238b9dd8fd,,32a007c3cea025fd86785ac61678bf86,2005-01-01,,1500,N,,FALSE,,"[{""volgnr"": 1, ""brandstof"": ""Diesel""}]",,,,,b6ab9f5ef3e4246a9ff1a8eef4f8f4d2,1
NL,fa0e8ff5963262767b68d36aeb91ce09,,fa0e8ff5963262767b68d36aeb91ce09,2021-01-01,,1500,M,,FALSE,,"[{""volgnr"": 1, ""brandstof"": ""Benzine""}, {""volgnr"": 2, ""brandstof"": ""LPG""}]",,,,,01adbc02bad1331bda7ed09922d02a4a,1
NL,fa0e8ff5963262767b68d36aeb91ce09,,fa0e8ff5963262767b68d36aeb91ce09,2007-01-01,,1500,M,,FALSE,,"[{""volgnr"": 1, ""brandstof"": ""Benzine""}, {""volgnr"": 2, ""brandstof"": ""LPG""}]",,,,,94a7b382443a538f48e58e0fc6d3f277,1
NL,a29ff6330fd63f49aebac7238b9dd8fd,90689d934083b5940f0f1179d2098eeb,a1b8a26b20325e6292794331abb32f43,2021-01-01,,5000,L,,FALSE,,"[{""volgnr"": 1, ""brandstof"": ""Diesel""}]",,,,,21e4f148bee57333015fdf0ceecfbb70,1
NL,fa0e8ff5963262767b68d36aeb91ce09,,fa0e8ff5963262767b68d36aeb91ce09,2004-01-01,,1500,M,,FALSE,,"[{""volgnr"": 1, ""brandstof"": ""Diesel""}]",,,,,3e4b6bb63e6871da80fb99c2334f2366,1
NL,a29ff6330fd63f49aebac7238b9dd8fd,,32a007c3cea025fd86785ac61678bf86,2018-01-01,,1500,N,,FALSE,,"[{""volgnr"": 1, ""brandstof"": ""Diesel""}]",,,,,3805f36c149f9f4c61348eb35ebac135,1
NL,fa0e8ff5963262767b68d36aeb91ce09,,fa0e8ff5963262767b68d36aeb91ce09,2021-01-01,,1500,M,,TRUE,,"[{""volgnr"": 1, ""brandstof"": ""Elektriciteit""}]",,,,,,1
NL,fa0e8ff5963262767b68d36aeb91ce09,,fa0e8ff5963262767b68d36aeb91ce09,2018-01-01,,1500,M,,FALSE,,"[{""volgnr"": 1, ""brandstof"": ""Benzine""}, {""volgnr"": 2, ""brandstof"": ""Elektriciteit""}]",,,,,afd601b819c5c9220ce26224b45d196b,1
NL,6e4b38bfd57741ac1597c440a1c98074,996e8ce50025e8b1e8fa95fcb28c4e5a,d20f83ee6933aa1ea047fe5cbd9c1fd5,2020-01-01,,18745,R,,FALSE,,"[{""volgnr"": 1, ""brandstof"": ""Elektriciteit""}]",,,,,6d408d83af775ffd49887c583940dcd2,1
NL,fa0e8ff5963262767b68d36aeb91ce09,,fa0e8ff5963262767b68d36aeb91ce09,2014-01-01,,1500,M,,FALSE,,"[{""volgnr"": 1, ""brandstof"": ""Diesel""}, {""volgnr"": 2, ""brandstof"": ""Elektriciteit""}]",,,,,8c78907bed0727bd6c3a35337c681667,1
NL,6e4b38bfd57741ac1597c440a1c98074,996e8ce50025e8b1e8fa95fcb28c4e5a,d20f83ee6933aa1ea047fe5cbd9c1fd5,2014-01-01,,18600,R,,FALSE,,"[{""volgnr"": 1, ""brandstof"": ""Diesel""}]",,,,,7fad7a61431c640125b31dbf7104297f,1
ES,,,,,,,M,,FALSE,,,,,,,,1
NL,fa0e8ff5963262767b68d36aeb91ce09,,fa0e8ff5963262767b68d36aeb91ce09,2020-01-01,,1500,M,,TRUE,,"[{""volgnr"": 1, ""brandstof"": ""Elektriciteit""}]",,,,,bacb7c69ab711bc059789c1d5dc3e282,1
NL,fa0e8ff5963262767b68d36aeb91ce09,,fa0e8ff5963262767b68d36aeb91ce09,2013-01-01,,1500,M,,FALSE,,"[{""volgnr"": 1, ""brandstof"": ""Benzine""}]",,,,,313080aa46414e2bd9573e0c095b3be4,1
NL,fa0e8ff5963262767b68d36aeb91ce09,,fa0e8ff5963262767b68d36aeb91ce09,2009-01-01,,1500,M,,FALSE,,"[{""volgnr"": 1, ""brandstof"": ""Diesel""}]",,,,,a632bf65e65534b38b13935f2192cff5,1
NL,aacec278e09e7e50d086f9ae92409fda,,4d0a6feb5d057b41f2e0dacf763834fa,2016-01-01,,1500,M,,FALSE,,"[{""volgnr"": 1, ""brandstof"": ""Benzine""}]",,,,,72d6badccf4f0f417a0238e84eb01554,1
NL,fa0e8ff5963262767b68d36aeb91ce09,,fa0e8ff5963262767b68d36aeb91ce09,2003-01-01,,1500,M,,FALSE,,"[{""volgnr"": 1, ""brandstof"": ""Benzine""}]",,,,,32e487204e64645f44be2467bc9cc636,1
NL,a29ff6330fd63f49aebac7238b9dd8fd,,32a007c3cea025fd86785ac61678bf86,2016-01-01,,1500,N,,FALSE,,"[{""volgnr"": 1, ""brandstof"": ""Diesel""}]",,,,,78fd3c5ffcd153a3b89fb0cab68f95b1,1
NL,fa0e8ff5963262767b68d36aeb91ce09,,fa0e8ff5963262767b68d36aeb91ce09,2005-01-01,,1500,M,,FALSE,,"[{""volgnr"": 1, ""brandstof"": ""Benzine""}]",,,,,32e487204e64645f44be2467bc9cc636,1
ES,,,,,,,M,,FALSE,,,,,,,,1
NL,fa0e8ff5963262767b68d36aeb91ce09,,fa0e8ff5963262767b68d36aeb91ce09,2015-01-01,,1500,M,,TRUE,,"[{""volgnr"": 1, ""brandstof"": ""CNG""}, {""volgnr"": 2, ""brandstof"": ""Benzine""}]",,,,,0155348ec3f78f9a7db296938e48c2ec,1
NL,a29ff6330fd63f49aebac7238b9dd8fd,cbba98f80402e7875d67378c74fc0272,a8024055ff1b55b2ce337ebb4b8b5465,2016-01-01,,19500,T,,FALSE,,"[{""volgnr"": 1, ""brandstof"": ""Diesel""}]",,,,,89a6a5383a1ccadcde08079d666c2883,1
NL,b920429cc3267eae82f7c4fec430abf8,344359f34a7ecd2bd4a3d0cbb7aa697c,4d0a6feb5d057b41f2e0dacf763834fa,2015-01-01,,,C,1,FALSE,,"[{""volgnr"": 1, ""brandstof"": ""Benzine""}]",,,,,6154de55400f77c11125079ee520aa8f,1
NL,fa0e8ff5963262767b68d36aeb91ce09,,fa0e8ff5963262767b68d36aeb91ce09,2010-01-01,,1500,M,,FALSE,,"[{""volgnr"": 1, ""brandstof"": ""Benzine""}]",,,,,2cfe9b188b4005230cfbedfb17292d2b,1
NL,a29ff6330fd63f49aebac7238b9dd8fd,,a8024055ff1b55b2ce337ebb4b8b5465,2015-01-01,,1500,L,,FALSE,,"[{""volgnr"": 1, ""brandstof"": ""Diesel""}]",,,,,cf952ed04b6fe4b477cd141f74d0bed6,1
NL,,,,,,,T,,FALSE,,,,,,,,1
NL,fa0e8ff5963262767b68d36aeb91ce09,,fa0e8ff5963262767b68d36aeb91ce09,2014-01-01,,1500,M,,TRUE,,"[{""volgnr"": 1, ""brandstof"": ""CNG""}, {""volgnr"": 2, ""brandstof"": ""Benzine""}]",,,,,0155348ec3f78f9a7db296938e48c2ec,1
NL,250e8291dda446bb0d7c4e1236f9634d,f985c4b48c24fa3e8a7796fbd36a10a1,b88add571a5d3e2abe129a6d5a49e67b,2020-01-01,,,L,,FALSE,,"[{""volgnr"": 1, ""brandstof"": ""Benzine""}]",,,,,f2103a92ca10ac5e02288d2f7ec1baed,1
NL,a29ff6330fd63f49aebac7238b9dd8fd,,32a007c3cea025fd86785ac61678bf86,2007-01-01,,1500,N,,FALSE,,"[{""volgnr"": 1, ""brandstof"": ""Diesel""}]",,,,,b6ab9f5ef3e4246a9ff1a8eef4f8f4d2,1
NL,fa0e8ff5963262767b68d36aeb91ce09,,fa0e8ff5963262767b68d36aeb91ce09,2014-01-01,,1500,M,,TRUE,,"[{""volgnr"": 1, ""brandstof"": ""Diesel""}, {""volgnr"": 2, ""brandstof"": ""Elektriciteit""}]",,,,,a632bf65e65534b38b13935f2192cff5,1
NL,fa0e8ff5963262767b68d36aeb91ce09,,fa0e8ff5963262767b68d36aeb91ce09,2020-01-01,,1500,M,,FALSE,,"[{""volgnr"": 1, ""brandstof"": ""Benzine""}, {""volgnr"": 2, ""brandstof"": ""LPG""}]",,,,,01adbc02bad1331bda7ed09922d02a4a,1
NL,a29ff6330fd63f49aebac7238b9dd8fd,,32a007c3cea025fd86785ac61678bf86,2007-01-01,,1500,N,,FALSE,,"[{""volgnr"": 1, ""brandstof"": ""Diesel""}]",,,,,a5c151feb98fb075c292c8b0400913e2,1
ES,,,,,,,M,,FALSE,,,,,,,,1
NL,fa0e8ff5963262767b68d36aeb91ce09,,fa0e8ff5963262767b68d36aeb91ce09,2016-01-01,,1500,M,,FALSE,,"[{""volgnr"": 1, ""brandstof"": ""Benzine""}]",,,,,313080aa46414e2bd9573e0c095b3be4,1
NL,b920429cc3267eae82f7c4fec430abf8,,4d0a6feb5d057b41f2e0dacf763834fa,2020-01-01,,1500,C,,FALSE,,"[{""volgnr"": 1, ""brandstof"": ""Benzine""}]",,,,,fddff45fd0a0676f140ecc0406c34b1a,1
ES,,,,,,,M,,FALSE,,,,,,,,1
NL,fa0e8ff5963262767b68d36aeb91ce09,,fa0e8ff5963262767b68d36aeb91ce09,2019-01-01,,1500,M,,FALSE,,"[{""volgnr"": 1, ""brandstof"": ""Diesel""}, {""volgnr"": 2, ""brandstof"": ""Elektriciteit""}]",,,,,ab5cabba031ad4dea7bcb7d4642fe825,1
NL,fa0e8ff5963262767b68d36aeb91ce09,,fa0e8ff5963262767b68d36aeb91ce09,2015-01-01,,1500,M,,FALSE,,"[{""volgnr"": 1, ""brandstof"": ""Benzine""}, {""volgnr"": 2, ""brandstof"": ""Elektriciteit""}]",,,,,afd601b819c5c9220ce26224b45d196b,1
NL,a29ff6330fd63f49aebac7238b9dd8fd,,32a007c3cea025fd86785ac61678bf86,2006-01-01,,1500,N,,FALSE,,"[{""volgnr"": 1, ""brandstof"": ""Diesel""}]",,,,,a5c151feb98fb075c292c8b0400913e2,1
NL,6e4b38bfd57741ac1597c440a1c98074,996e8ce50025e8b1e8fa95fcb28c4e5a,d20f83ee6933aa1ea047fe5cbd9c1fd5,2011-01-01,,18600,R,,FALSE,,"[{""volgnr"": 1, ""brandstof"": ""Diesel""}]",,,,,abf411ecd0f7fae98676b1c56a26ddb7,1
NL,fa0e8ff5963262767b68d36aeb91ce09,,fa0e8ff5963262767b68d36aeb91ce09,2019-01-01,,1500,M,,FALSE,,"[{""volgnr"": 1, ""brandstof"": ""Elektriciteit""}, {""volgnr"": 2, ""brandstof"": ""Benzine""}]",,,,,afd601b819c5c9220ce26224b45d196b,1
NL,fa0e8ff5963262767b68d36aeb91ce09,,fa0e8ff5963262767b68d36aeb91ce09,2014-01-01,,1500,M,,TRUE,,"[{""volgnr"": 1, ""brandstof"": ""Elektriciteit""}]",,,,,bacb7c69ab711bc059789c1d5dc3e282,1
NL,250e8291dda446bb0d7c4e1236f9634d,,b88add571a5d3e2abe129a6d5a49e67b,2021-01-01,,1500,L,,FALSE,,"[{""volgnr"": 1, ""brandstof"": ""Benzine""}]",,,,,80909b220f61fe50e8a0f9dae027143b,1
NL,a29ff6330fd63f49aebac7238b9dd8fd,,86e4e9538b6d59b21bff62116f48271f,2019-01-01,,1500,N,,FALSE,,"[{""volgnr"": 1, ""brandstof"": ""Benzine""}, {""volgnr"": 2, ""brandstof"": ""LPG""}]",,,,,934f1e4d55c41097438d5bf613ad168c,1
NL,fa0e8ff5963262767b68d36aeb91ce09,,fa0e8ff5963262767b68d36aeb91ce09,2001-01-01,,1500,M,,FALSE,,"[{""volgnr"": 1, ""brandstof"": ""Benzine""}]",,,,,32e487204e64645f44be2467bc9cc636,1
NL,a29ff6330fd63f49aebac7238b9dd8fd,cb2a883580c7f4077bfb44ec0c1a5847,32a007c3cea025fd86785ac61678bf86,2018-01-01,,11990,L,,FALSE,,"[{""volgnr"": 1, ""brandstof"": ""Diesel""}]",,,,,89a6a5383a1ccadcde08079d666c2883,1
NL,fa0e8ff5963262767b68d36aeb91ce09,,fa0e8ff5963262767b68d36aeb91ce09,2019-01-01,,1500,M,,TRUE,,"[{""volgnr"": 1, ""brandstof"": ""Elektriciteit""}, {""volgnr"": 2, ""brandstof"": ""Benzine""}]",,,,,313080aa46414e2bd9573e0c095b3be4,1
NL,a29ff6330fd63f49aebac7238b9dd8fd,,32a007c3cea025fd86785ac61678bf86,2010-01-01,,1500,N,,FALSE,,"[{""volgnr"": 1, ""brandstof"": ""Diesel""}]",,,,,df214c6d7573c6613c0b1efff307e902,1
NL,fa0e8ff5963262767b68d36aeb91ce09,,fa0e8ff5963262767b68d36aeb91ce09,1998-01-01,,1500,M,,FALSE,,"[{""volgnr"": 1, ""brandstof"": ""Benzine""}]",,,,,1b3284c0525be8250c32be9cf99977d5,1
NL,fa0e8ff5963262767b68d36aeb91ce09,,fa0e8ff5963262767b68d36aeb91ce09,2011-01-01,,1500,M,,TRUE,,"[{""volgnr"": 1, ""brandstof"": ""Benzine""}, {""volgnr"": 2, ""brandstof"": ""Elektriciteit""}]",,,,,2cfe9b188b4005230cfbedfb17292d2b,1
NL,fa0e8ff5963262767b68d36aeb91ce09,,fa0e8ff5963262767b68d36aeb91ce09,2020-01-01,,1500,M,,FALSE,,"[{""volgnr"": 1, ""brandstof"": ""Benzine""}]",,,,,313080aa46414e2bd9573e0c095b3be4,1
NL,fa0e8ff5963262767b68d36aeb91ce09,,fa0e8ff5963262767b68d36aeb91ce09,2003-01-01,,1500,M,,FALSE,,"[{""volgnr"": 1, ""brandstof"": ""Benzine""}, {""volgnr"": 2, ""brandstof"": ""LPG""}]",,,,,f5535a5caee41673c00a0a56a4cd4d93,1
NL,fa0e8ff5963262767b68d36aeb91ce09,,fa0e8ff5963262767b68d36aeb91ce09,2016-01-01,,1500,M,,FALSE,,"[{""volgnr"": 1, ""brandstof"": ""Diesel""}, {""volgnr"": 2, ""brandstof"": ""Elektriciteit""}]",,,,,ad7e3be346986326f0c2cc066c436b10,1
NL,a29ff6330fd63f49aebac7238b9dd8fd,,32a007c3cea025fd86785ac61678bf86,2021-01-01,,1500,N,,FALSE,,"[{""volgnr"": 1, ""brandstof"": ""Diesel""}]",,,,,958f46b0e5076a1c19396d8ed4803784,1
NL,fa0e8ff5963262767b68d36aeb91ce09,,fa0e8ff5963262767b68d36aeb91ce09,2010-01-01,,1500,M,,FALSE,,"[{""volgnr"": 1, ""brandstof"": ""Benzine""}, {""volgnr"": 2, ""brandstof"": ""LPG""}]",,,,,94a7b382443a538f48e58e0fc6d3f277,1
NL,fa0e8ff5963262767b68d36aeb91ce09,,fa0e8ff5963262767b68d36aeb91ce09,2021-01-01,,1500,M,,FALSE,,"[{""volgnr"": 1, ""brandstof"": ""Diesel""}]",,,,,a020887472706a195f6675ce528d9965,1
NL,a29ff6330fd63f49aebac7238b9dd8fd,,32a007c3cea025fd86785ac61678bf86,2011-01-01,,1500,N,,FALSE,,"[{""volgnr"": 1, ""brandstof"": ""Benzine""}]",,,,,5a0562b2bbac60fc4fe9a4cbfbc6d8fa,1
NL,250e8291dda446bb0d7c4e1236f9634d,,b88add571a5d3e2abe129a6d5a49e67b,2018-01-01,,1500,L,,FALSE,,"[{""volgnr"": 1, ""brandstof"": ""Elektriciteit""}]",,,,,94ab5617fd940feca6ba5f5e9cf60888,1
NL,fa0e8ff5963262767b68d36aeb91ce09,,fa0e8ff5963262767b68d36aeb91ce09,2014-01-01,,1500,M,,FALSE,,"[{""volgnr"": 1, ""brandstof"": ""Diesel""}]",,,,,ab5cabba031ad4dea7bcb7d4642fe825,1
NL,a29ff6330fd63f49aebac7238b9dd8fd,,32a007c3cea025fd86785ac61678bf86,2008-01-01,,1500,N,,FALSE,,"[{""volgnr"": 1, ""brandstof"": ""Diesel""}]",,,,,eabdfa9f1ec87a6e6f1041094ca4c99f,1
NL,a29ff6330fd63f49aebac7238b9dd8fd,,a8024055ff1b55b2ce337ebb4b8b5465,2018-01-01,,1500,N,,FALSE,,"[{""volgnr"": 1, ""brandstof"": ""Diesel""}]",,,,,78fd3c5ffcd153a3b89fb0cab68f95b1,1
NL,a29ff6330fd63f49aebac7238b9dd8fd,,86e4e9538b6d59b21bff62116f48271f,2017-01-01,,1500,N,,FALSE,,"[{""volgnr"": 1, ""brandstof"": ""Benzine""}, {""volgnr"": 2, ""brandstof"": ""LPG""}]",,,,,934f1e4d55c41097438d5bf613ad168c,1
NL,fa0e8ff5963262767b68d36aeb91ce09,,fa0e8ff5963262767b68d36aeb91ce09,2017-01-01,,1500,M,,FALSE,,"[{""volgnr"": 1, ""brandstof"": ""Elektriciteit""}, {""volgnr"": 2, ""brandstof"": ""Benzine""}]",,,,,313080aa46414e2bd9573e0c095b3be4,1
NL,fa0e8ff5963262767b68d36aeb91ce09,,fa0e8ff5963262767b68d36aeb91ce09,2017-01-01,,1500,M,,TRUE,,"[{""volgnr"": 1, ""brandstof"": ""Diesel""}]",,,,,ab5cabba031ad4dea7bcb7d4642fe825,1
NL,fa0e8ff5963262767b68d36aeb91ce09,,fa0e8ff5963262767b68d36aeb91ce09,2002-01-01,,1500,M,,FALSE,,"[{""volgnr"": 1, ""brandstof"": ""CNG""}, {""volgnr"": 2, ""brandstof"": ""Benzine""}]",,,,,32e487204e64645f44be2467bc9cc636,1
NL,6e4b38bfd57741ac1597c440a1c98074,90689d934083b5940f0f1179d2098eeb,d20f83ee6933aa1ea047fe5cbd9c1fd5,2010-01-01,,28745,R,,FALSE,,"[{""volgnr"": 1, ""brandstof"": ""Diesel""}]",,,,,0e1495b4a571ffaec87a5e8512f1999c,1
NL,a29ff6330fd63f49aebac7238b9dd8fd,,32a007c3cea025fd86785ac61678bf86,2009-01-01,,1500,N,,FALSE,,"[{""volgnr"": 1, ""brandstof"": ""Diesel""}]",,,,,3647d1353143f1e157e965fb69cbafa3,1
NL,a29ff6330fd63f49aebac7238b9dd8fd,,32a007c3cea025fd86785ac61678bf86,2010-01-01,,1500,N,,FALSE,,"[{""volgnr"": 1, ""brandstof"": ""Diesel""}]",,,,,5dd2bc55bdc83df93e3292213fe1e883,1
NL,fa0e8ff5963262767b68d36aeb91ce09,,fa0e8ff5963262767b68d36aeb91ce09,2010-01-01,,1500,M,,FALSE,,"[{""volgnr"": 1, ""brandstof"": ""Benzine""}, {""volgnr"": 2, ""brandstof"": ""LPG""}]",,,,,1fb47655b51f841a12caa1f82d92e1a2,1
NL,fa0e8ff5963262767b68d36aeb91ce09,,fa0e8ff5963262767b68d36aeb91ce09,2016-01-01,,1500,M,,FALSE,,"[{""volgnr"": 1, ""brandstof"": ""Benzine""}, {""volgnr"": 2, ""brandstof"": ""Elektriciteit""}]",,,,,313080aa46414e2bd9573e0c095b3be4,1
NL,a29ff6330fd63f49aebac7238b9dd8fd,,a1b8a26b20325e6292794331abb32f43,2020-01-01,,1500,N,,FALSE,,"[{""volgnr"": 1, ""brandstof"": ""Diesel""}]",,,,,958f46b0e5076a1c19396d8ed4803784,1
NL,a29ff6330fd63f49aebac7238b9dd8fd,,9bb6bb8697da8dcb9b0d8eb3cdcf8e48,2017-01-01,,1500,N,,FALSE,,"[{""volgnr"": 1, ""brandstof"": ""Diesel""}]",,,,,78fd3c5ffcd153a3b89fb0cab68f95b1,1
NL,fa0e8ff5963262767b68d36aeb91ce09,,fa0e8ff5963262767b68d36aeb91ce09,2005-01-01,,1500,M,,FALSE,,"[{""volgnr"": 1, ""brandstof"": ""Benzine""}]",,,,,9796b84e3ccacab0a72d778de2a674ba,1
NL,a29ff6330fd63f49aebac7238b9dd8fd,5563bbe566e6cb8daeab62c1111c0793,a1b8a26b20325e6292794331abb32f43,2016-01-01,,37000,T,,FALSE,,"[{""volgnr"": 1, ""brandstof"": ""Diesel""}]",,,,,df8ecc6a986c04e71db846aaab8261f9,1
NL,a29ff6330fd63f49aebac7238b9dd8fd,5563bbe566e6cb8daeab62c1111c0793,50a4dd16e7f89825d6d8b92e6539ca9d,2016-01-01,,26000,T,,FALSE,,"[{""volgnr"": 1, ""brandstof"": ""Diesel""}]",,,,,df8ecc6a986c04e71db846aaab8261f9,1
NL,b920429cc3267eae82f7c4fec430abf8,,4d0a6feb5d057b41f2e0dacf763834fa,2016-01-01,,1500,C,,FALSE,,"[{""volgnr"": 1, ""brandstof"": ""Benzine""}]",,,,,6154de55400f77c11125079ee520aa8f,1
NL,fa0e8ff5963262767b68d36aeb91ce09,,fa0e8ff5963262767b68d36aeb91ce09,2020-01-01,,1500,M,,TRUE,,"[{""volgnr"": 1, ""brandstof"": ""Diesel""}]",,,,,a020887472706a195f6675ce528d9965,1
NL,a29ff6330fd63f49aebac7238b9dd8fd,,d69dee07875cd797846515c2eaff7b1d,2005-01-01,,1500,N,,FALSE,,"[{""volgnr"": 1, ""brandstof"": ""Diesel""}]",,,,,eabdfa9f1ec87a6e6f1041094ca4c99f,1
NL,fa0e8ff5963262767b68d36aeb91ce09,,fa0e8ff5963262767b68d36aeb91ce09,2004-01-01,,1500,M,,FALSE,,"[{""volgnr"": 1, ""brandstof"": ""Diesel""}]",,,,,2422790b3bdfed30325de3c3e532e35e,1
NL,a29ff6330fd63f49aebac7238b9dd8fd,,2bdabf5e1639582a7a0f24658d1409bc,2014-01-01,,1500,N,,FALSE,,"[{""volgnr"": 1, ""brandstof"": ""Diesel""}]",,,,,5dd2bc55bdc83df93e3292213fe1e883,1
NL,fa0e8ff5963262767b68d36aeb91ce09,,fa0e8ff5963262767b68d36aeb91ce09,2016-01-01,,1500,M,,TRUE,,"[{""volgnr"": 1, ""brandstof"": ""Elektriciteit""}]",,,,,bacb7c69ab711bc059789c1d5dc3e282,1
NL,a29ff6330fd63f49aebac7238b9dd8fd,,32a007c3cea025fd86785ac61678bf86,2017-01-01,,1500,N,,FALSE,,"[{""volgnr"": 1, ""brandstof"": ""CNG""}]",,,,,a57e5cf27282581c292653b3d33f214e,1
