kenteken_land,voertuig_soort,merk,inrichting,datum_eerste_toelating,datum_tenaamstelling,toegestane_maximum_massa_voertuig,europese_voertuigcategorie,europese_voertuigcategorie_toevoeging,taxi_indicator,maximale_constructie_snelheid_bromsnorfiets,brandstoffen,extra_data,diesel,gasoline,electric,versit_klasse,count
NL,fa0e8ff5963262767b68d36aeb91ce09,,fa0e8ff5963262767b68d36aeb91ce09,2000-01-01,,1500,M,,FALSE,,"[{""volgnr"": 1, ""brandstof"": ""Benzine""}, {""volgnr"": 2, ""brandstof"": ""LPG""}]",,,,,f5535a5caee41673c00a0a56a4cd4d93,1
NL,fa0e8ff5963262767b68d36aeb91ce09,,fa0e8ff5963262767b68d36aeb91ce09,2012-01-01,,1500,M,,FALSE,,"[{""volgnr"": 1, ""brandstof"": ""Benzine""}]",,,,,313080aa46414e2bd9573e0c095b3be4,1
BE,,,,,,,M,,FALSE,,,,,,,,1
NL,fa0e8ff5963262767b68d36aeb91ce09,,fa0e8ff5963262767b68d36aeb91ce09,2015-01-01,,1500,M,,FALSE,,"[{""volgnr"": 1, ""brandstof"": ""Diesel""}]",,,,,a632bf65e65534b38b13935f2192cff5,1
NL,fa0e8ff5963262767b68d36aeb91ce09,,fa0e8ff5963262767b68d36aeb91ce09,2020-01-01,,1500,M,,FALSE,,"[{""volgnr"": 1, ""brandstof"": ""Benzine""}, {""volgnr"": 2, ""brandstof"": ""Elektriciteit""}]",,,,,,1
NL,fa0e8ff5963262767b68d36aeb91ce09,,fa0e8ff5963262767b68d36aeb91ce09,2009-01-01,,1500,M,,FALSE,,"[{""volgnr"": 1, ""brandstof"": ""Benzine""}]",,,,,32e487204e64645f44be2467bc9cc636,1
NL,fa0e8ff5963262767b68d36aeb91ce09,,fa0e8ff5963262767b68d36aeb91ce09,2021-01-01,,1500,M,,FALSE,,"[{""volgnr"": 1, ""brandstof"": ""Elektriciteit""}]",,,,,bacb7c69ab711bc059789c1d5dc3e282,1
NL,a29ff6330fd63f49aebac7238b9dd8fd,,71eb65adcf08ddf261b9787f8af792ba,2021-01-01,,1500,N,,FALSE,,"[{""volgnr"": 1, ""brandstof"": ""Diesel""}]",,,,,958f46b0e5076a1c19396d8ed4803784,1
NL,a29ff6330fd63f49aebac7238b9dd8fd,,27539b14c614a5a82324a2483645b228,2008-01-01,,1500,N,,FALSE,,"[{""volgnr"": 1, ""brandstof"": ""Diesel""}]",,,,,eabdfa9f1ec87a6e6f1041094ca4c99f,1
NL,a29ff6330fd63f49aebac7238b9dd8fd,,32a007c3cea025fd86785ac61678bf86,2017-01-01,,1500,N,,FALSE,,"[{""volgnr"": 1, ""brandstof"": ""Diesel""}]",,,,,78fd3c5ffcd153a3b89fb0cab68f95b1,1
NL,fa0e8ff5963262767b68d36aeb91ce09,,fa0e8ff5963262767b68d36aeb91ce09,2019-01-01,,1500,M,,FALSE,,"[{""volgnr"": 1, ""brandstof"": ""Diesel""}]",,,,,a020887472706a195f6675ce528d9965,1
NL,fa0e8ff5963262767b68d36aeb91ce09,,fa0e8ff5963262767b68d36aeb91ce09,2010-01-01,,1500,M,,FALSE,,"[{""volgnr"": 1, ""brandstof"": ""Diesel""}]",,,,,95065b709f21e3176fc177771083cd5e,1
NL,fa0e8ff5963262767b68d36aeb91ce09,,fa0e8ff5963262767b68d36aeb91ce09,2019-01-01,,1500,M,,FALSE,,"[{""volgnr"": 1, ""brandstof"": ""Elektriciteit""}, {""volgnr"": 2, ""brandstof"": ""Waterstof""}]",,,,,5839d97633d5dce2ffafe32b65072217,1
NL,fa0e8ff5963262767b68d36aeb91ce09,,fa0e8ff5963262767b68d36aeb91ce09,2011-01-01,,1500,M,,TRUE,,"[{""volgnr"": 1, ""brandstof"": ""Diesel""}]",,,,,a632bf65e65534b38b13935f2192cff5,1
NL,fa0e8ff5963262767b68d36aeb91ce09,,fa0e8ff5963262767b68d36aeb91ce09,2016-01-01,,1500,M,,TRUE,,"[{""volgnr"": 1, ""brandstof"": ""Diesel""}]",,,,,,1
NL,fa0e8ff5963262767b68d36aeb91ce09,,fa0e8ff5963262767b68d36aeb91ce09,2013-01-01,,1500,M,,FALSE,,"[{""volgnr"": 1, ""brandstof"": ""Benzine""}, {""volgnr"": 2, ""brandstof"": ""Elektriciteit""}, {""volgnr"": 3, ""brandstof"": ""LPG""}]",,,,,1fb47655b51f841a12caa1f82d92e1a2,1
NL,a29ff6330fd63f49aebac7238b9dd8fd,a3c6ac924dd999674b48c8c10ce05391,67593af54bdb18344f997fad179417af,2017-01-01,,19000,T,,FALSE,,"[{""volgnr"": 1, ""brandstof"": ""Diesel""}]",,,,,2fdd607150f87ba668a75b963bc342e5,1
NL,a29ff6330fd63f49aebac7238b9dd8fd,,32a007c3cea025fd86785ac61678bf86,2015-01-01,,1500,N,,FALSE,,"[{""volgnr"": 1, ""brandstof"": ""Benzine""}]",,,,,5a0562b2bbac60fc4fe9a4cbfbc6d8fa,1
NL,250e8291dda446bb0d7c4e1236f9634d,,b88add571a5d3e2abe129a6d5a49e67b,2014-01-01,,1500,S,,FALSE,,"[{""volgnr"": 1, ""brandstof"": ""Diesel""}]",,,,,20e89e62afbc9500fc3862dbd993f139,1
NL,fa0e8ff5963262767b68d36aeb91ce09,,fa0e8ff5963262767b68d36aeb91ce09,2007-01-01,,1500,M,,FALSE,,"[{""volgnr"": 1, ""brandstof"": ""Benzine""}, {""volgnr"": 2, ""brandstof"": ""Elektriciteit""}]",,,,,32e487204e64645f44be2467bc9cc636,1
NL,a29ff6330fd63f49aebac7238b9dd8fd,,32a007c3cea025fd86785ac61678bf86,2013-01-01,,1500,N,,FALSE,,"[{""volgnr"": 1, ""brandstof"": ""Diesel""}]",,,,,78fd3c5ffcd153a3b89fb0cab68f95b1,1
NL,a29ff6330fd63f49aebac7238b9dd8fd,,9bb6bb8697da8dcb9b0d8eb3cdcf8e48,2019-01-01,,1500,N,,FALSE,,"[{""volgnr"": 1, ""brandstof"": ""Diesel""}]",,,,,78fd3c5ffcd153a3b89fb0cab68f95b1,1
NL,a29ff6330fd63f49aebac7238b9dd8fd,,32a007c3cea025fd86785ac61678bf86,2016-01-01,,1500,N,,FALSE,,"[{""volgnr"": 1, ""brandstof"": ""Diesel""}]",,,,,5dd2bc55bdc83df93e3292213fe1e883,1
NL,fa0e8ff5963262767b68d36aeb91ce09,,fa0e8ff5963262767b68d36aeb91ce09,2005-01-01,,1500,M,,FALSE,,"[{""volgnr"": 1, ""brandstof"": ""Benzine""}, {""volgnr"": 2, ""brandstof"": ""Elektriciteit""}]",,,,,32e487204e64645f44be2467bc9cc636,1
NL,fa0e8ff5963262767b68d36aeb91ce09,,fa0e8ff5963262767b68d36aeb91ce09,2009-01-01,,1500,M,,FALSE,,"[{""volgnr"": 1, ""brandstof"": ""Diesel""}]",,,,,ab5cabba031ad4dea7bcb7d4642fe825,1
NL,a29ff6330fd63f49aebac7238b9dd8fd,,32a007c3cea025fd86785ac61678bf86,2006-01-01,,1500,N,,FALSE,,"[{""volgnr"": 1, ""brandstof"": ""Diesel""}]",,,,,eabdfa9f1ec87a6e6f1041094ca4c99f,1
NL,fa0e8ff5963262767b68d36aeb91ce09,,fa0e8ff5963262767b68d36aeb91ce09,2009-01-01,,1500,M,,FALSE,,"[{""volgnr"": 1, ""brandstof"": ""Diesel""}]",,,,,3e4b6bb63e6871da80fb99c2334f2366,1
NL,fa0e8ff5963262767b68d36aeb91ce09,,fa0e8ff5963262767b68d36aeb91ce09,2014-01-01,,1500,M,,FALSE,,"[{""volgnr"": 1, ""brandstof"": ""Benzine""}]",,,,,313080aa46414e2bd9573e0c095b3be4,1
NL,a29ff6330fd63f49aebac7238b9dd8fd,,86e4e9538b6d59b21bff62116f48271f,2018-01-01,,1500,N,,FALSE,,"[{""volgnr"": 1, ""brandstof"": ""Benzine""}, {""volgnr"": 2, ""brandstof"": ""LPG""}]",,,,,934f1e4d55c41097438d5bf613ad168c,1
NL,fa0e8ff5963262767b68d36aeb91ce09,,fa0e8ff5963262767b68d36aeb91ce09,2010-01-01,,1500,M,,TRUE,,"[{""volgnr"": 1, ""brandstof"": ""Diesel""}]",,,,,a632bf65e65534b38b13935f2192cff5,1
NL,b920429cc3267eae82f7c4fec430abf8,,4d0a6feb5d057b41f2e0dacf763834fa,2010-01-01,,1500,C,,FALSE,,"[{""volgnr"": 1, ""brandstof"": ""Benzine""}]",,,,,e85f7a0b250b6f19d30aa976f5a3ce6d,1
NL,fa0e8ff5963262767b68d36aeb91ce09,,fa0e8ff5963262767b68d36aeb91ce09,2020-01-01,,1500,M,,FALSE,,"[{""volgnr"": 1, ""brandstof"": ""Elektriciteit""}]",,,,,bacb7c69ab711bc059789c1d5dc3e282,1
NL,a29ff6330fd63f49aebac7238b9dd8fd,,32a007c3cea025fd86785ac61678bf86,2014-01-01,,1500,N,,FALSE,,"[{""volgnr"": 1, ""brandstof"": ""Diesel""}]",,,,,df214c6d7573c6613c0b1efff307e902,1
NL,fa0e8ff5963262767b68d36aeb91ce09,,fa0e8ff5963262767b68d36aeb91ce09,1993-01-01,,1500,M,,FALSE,,"[{""volgnr"": 1, ""brandstof"": ""Benzine""}]",,,,,9bfe925250d675d4017ce60eab62b3ce,1
NL,fa0e8ff5963262767b68d36aeb91ce09,,fa0e8ff5963262767b68d36aeb91ce09,2005-01-01,,1500,M,,FALSE,,"[{""volgnr"": 1, ""brandstof"": ""Diesel""}]",,,,,3e4b6bb63e6871da80fb99c2334f2366,1
NL,6e4b38bfd57741ac1597c440a1c98074,14f791812105f4d2d589de8121e1aa32,d20f83ee6933aa1ea047fe5cbd9c1fd5,2020-01-01,,5500,R,,FALSE,,"[{""volgnr"": 1, ""brandstof"": ""Diesel""}]",,,,,7fad7a61431c640125b31dbf7104297f,1
NL,a29ff6330fd63f49aebac7238b9dd8fd,,32a007c3cea025fd86785ac61678bf86,2014-01-01,,1500,N,,FALSE,,"[{""volgnr"": 1, ""brandstof"": ""Diesel""}]",,,,,78fd3c5ffcd153a3b89fb0cab68f95b1,1
NL,a29ff6330fd63f49aebac7238b9dd8fd,,32a007c3cea025fd86785ac61678bf86,2013-01-01,,1500,N,,FALSE,,"[{""volgnr"": 1, ""brandstof"": ""Elektriciteit""}]",,,,,db6afb025be0642453da999116a854ca,1
NL,a29ff6330fd63f49aebac7238b9dd8fd,,32a007c3cea025fd86785ac61678bf86,2015-01-01,,1500,N,,FALSE,,"[{""volgnr"": 1, ""brandstof"": ""Diesel""}]",,,,,fb22a50c3e5e5b1e4a904da4406932b9,1
NL,a29ff6330fd63f49aebac7238b9dd8fd,,71eb65adcf08ddf261b9787f8af792ba,2016-01-01,,1500,N,,FALSE,,"[{""volgnr"": 1, ""brandstof"": ""Diesel""}]",,,,,78fd3c5ffcd153a3b89fb0cab68f95b1,1
NL,fa0e8ff5963262767b68d36aeb91ce09,,fa0e8ff5963262767b68d36aeb91ce09,2021-01-01,,1500,M,,FALSE,,"[{""volgnr"": 1, ""brandstof"": ""Elektriciteit""}, {""volgnr"": 2, ""brandstof"": ""Benzine""}]",,,,,afd601b819c5c9220ce26224b45d196b,1
NL,fa0e8ff5963262767b68d36aeb91ce09,,fa0e8ff5963262767b68d36aeb91ce09,2009-01-01,,1500,M,,FALSE,,"[{""volgnr"": 1, ""brandstof"": ""Diesel""}]",,,,,95065b709f21e3176fc177771083cd5e,1
NL,250e8291dda446bb0d7c4e1236f9634d,,b88add571a5d3e2abe129a6d5a49e67b,2014-01-01,,1500,L,,FALSE,,"[{""volgnr"": 1, ""brandstof"": ""Benzine""}]",,,,,f3883caa68d76cf8442b4d81366c1e5f,1
NL,a29ff6330fd63f49aebac7238b9dd8fd,,32a007c3cea025fd86785ac61678bf86,2021-01-01,,1500,N,,FALSE,,"[{""volgnr"": 1, ""brandstof"": ""Benzine""}]",,,,,9e64d207edd15660a03f1abb9cae18e9,1
NL,fa0e8ff5963262767b68d36aeb91ce09,,fa0e8ff5963262767b68d36aeb91ce09,2021-01-01,,1500,M,,FALSE,,"[{""volgnr"": 1, ""brandstof"": ""Benzine""}]",,,,,313080aa46414e2bd9573e0c095b3be4,1
NL,a29ff6330fd63f49aebac7238b9dd8fd,,32a007c3cea025fd86785ac61678bf86,2018-01-01,,1500,N,,FALSE,,"[{""volgnr"": 1, ""brandstof"": ""CNG""}]",,,,,a57e5cf27282581c292653b3d33f214e,1
NL,fa0e8ff5963262767b68d36aeb91ce09,,fa0e8ff5963262767b68d36aeb91ce09,2008-01-01,,1500,M,,FALSE,,"[{""volgnr"": 1, ""brandstof"": ""Benzine""}, {""volgnr"": 2, ""brandstof"": ""Elektriciteit""}]",,,,,32e487204e64645f44be2467bc9cc636,1
NL,a29ff6330fd63f49aebac7238b9dd8fd,,32a007c3cea025fd86785ac61678bf86,2020-01-01,,1500,N,,FALSE,,"[{""volgnr"": 1, ""brandstof"": ""Diesel""}]",,,,,78fd3c5ffcd153a3b89fb0cab68f95b1,1
NL,a29ff6330fd63f49aebac7238b9dd8fd,,a8024055ff1b55b2ce337ebb4b8b5465,2015-01-01,,1500,N,,FALSE,,"[{""volgnr"": 1, ""brandstof"": ""Diesel""}]",,,,,78fd3c5ffcd153a3b89fb0cab68f95b1,1
NL,250e8291dda446bb0d7c4e1236f9634d,e6591ee466b87c2168e49b44135d1716,b88add571a5d3e2abe129a6d5a49e67b,2018-01-01,,,L,,FALSE,,"[{""volgnr"": 1, ""brandstof"": ""Benzine""}]",,,,,f3883caa68d76cf8442b4d81366c1e5f,1
NL,fa0e8ff5963262767b68d36aeb91ce09,,fa0e8ff5963262767b68d36aeb91ce09,2019-01-01,,1500,M,,FALSE,,"[{""volgnr"": 1, ""brandstof"": ""Diesel""}]",,,,,ab5cabba031ad4dea7bcb7d4642fe825,1
NL,fa0e8ff5963262767b68d36aeb91ce09,,fa0e8ff5963262767b68d36aeb91ce09,2016-01-01,,1500,M,,TRUE,,"[{""volgnr"": 1, ""brandstof"": ""Diesel""}]",,,,,ab5cabba031ad4dea7bcb7d4642fe825,1
NL,a29ff6330fd63f49aebac7238b9dd8fd,,32a007c3cea025fd86785ac61678bf86,2007-01-01,,1500,N,,FALSE,,"[{""volgnr"": 1, ""brandstof"": ""Diesel""}]",,,,,eabdfa9f1ec87a6e6f1041094ca4c99f,1
NL,fa0e8ff5963262767b68d36aeb91ce09,,fa0e8ff5963262767b68d36aeb91ce09,2013-01-01,,1500,M,,TRUE,,"[{""volgnr"": 1, ""brandstof"": ""Benzine""}, {""volgnr"": 2, ""brandstof"": ""Elektriciteit""}]",,,,,313080aa46414e2bd9573e0c095b3be4,1
NL,a29ff6330fd63f49aebac7238b9dd8fd,,32a007c3cea025fd86785ac61678bf86,2009-01-01,,1500,N,,FALSE,,"[{""volgnr"": 1, ""brandstof"": ""Diesel""}]",,,,,eabdfa9f1ec87a6e6f1041094ca4c99f,1
NL,fa0e8ff5963262767b68d36aeb91ce09,,fa0e8ff5963262767b68d36aeb91ce09,2013-01-01,,1500,M,,TRUE,,"[{""volgnr"": 1, ""brandstof"": ""Diesel""}]",,,,,a632bf65e65534b38b13935f2192cff5,1
NL,a29ff6330fd63f49aebac7238b9dd8fd,,86e4e9538b6d59b21bff62116f48271f,2020-01-01,,1500,N,,FALSE,,"[{""volgnr"": 1, ""brandstof"": ""Benzine""}, {""volgnr"": 2, ""brandstof"": ""LPG""}]",,,,,934f1e4d55c41097438d5bf613ad168c,1
NL,fa0e8ff5963262767b68d36aeb91ce09,90689d934083b5940f0f1179d2098eeb,fa0e8ff5963262767b68d36aeb91ce09,2020-01-01,,4100,M,,FALSE,,"[{""volgnr"": 1, ""brandstof"": ""Diesel""}]",,,,,a020887472706a195f6675ce528d9965,1
NL,a29ff6330fd63f49aebac7238b9dd8fd,9bd0e027d7e82b5a7b84bfc62033330e,04d70c149ed112ec739549f92b941ac1,2012-01-01,,26500,T,,FALSE,,"[{""volgnr"": 1, ""brandstof"": ""Diesel""}]",,,,,7a3d14b08b3152502c3ea6cadef51878,1
NL,fa0e8ff5963262767b68d36aeb91ce09,,fa0e8ff5963262767b68d36aeb91ce09,2004-01-01,,1500,M,,FALSE,,"[{""volgnr"": 1, ""brandstof"": ""Benzine""}, {""volgnr"": 2, ""brandstof"": ""LPG""}]",,,,,f5535a5caee41673c00a0a56a4cd4d93,1
NL,b920429cc3267eae82f7c4fec430abf8,,4d0a6feb5d057b41f2e0dacf763834fa,2011-01-01,,1500,C,,FALSE,,"[{""volgnr"": 1, ""brandstof"": ""Benzine""}]",,,,,6154de55400f77c11125079ee520aa8f,1
NL,a29ff6330fd63f49aebac7238b9dd8fd,1d78a896187fde2d9238a25c5bfd81e7,71eb65adcf08ddf261b9787f8af792ba,2019-01-01,,37000,T,,FALSE,,"[{""volgnr"": 1, ""brandstof"": ""Diesel""}]",,,,,df8ecc6a986c04e71db846aaab8261f9,1
NL,a29ff6330fd63f49aebac7238b9dd8fd,,86e4e9538b6d59b21bff62116f48271f,2019-01-01,,1500,N,,FALSE,,"[{""volgnr"": 1, ""brandstof"": ""Elektriciteit""}]",,,,,db6afb025be0642453da999116a854ca,1
NL,fa0e8ff5963262767b68d36aeb91ce09,,fa0e8ff5963262767b68d36aeb91ce09,2010-01-01,,1500,M,,FALSE,,"[{""volgnr"": 1, ""brandstof"": ""Benzine""}]",,,,,32e487204e64645f44be2467bc9cc636,1
NL,fa0e8ff5963262767b68d36aeb91ce09,,fa0e8ff5963262767b68d36aeb91ce09,2018-01-01,,1500,M,,FALSE,,"[{""volgnr"": 1, ""brandstof"": ""Benzine""}, {""volgnr"": 2, ""brandstof"": ""Elektriciteit""}]",,,,,313080aa46414e2bd9573e0c095b3be4,1
NL,b920429cc3267eae82f7c4fec430abf8,,4d0a6feb5d057b41f2e0dacf763834fa,2002-01-01,,1500,C,,FALSE,,"[{""volgnr"": 1, ""brandstof"": ""Benzine""}]",,,,,93a3c82e2e4e0a03e85e3fd84fb2d093,1
NL,b920429cc3267eae82f7c4fec430abf8,,4d0a6feb5d057b41f2e0dacf763834fa,2017-01-01,,1500,C,,FALSE,,"[{""volgnr"": 1, ""brandstof"": ""Benzine""}]",,,,,fddff45fd0a0676f140ecc0406c34b1a,1
NL,a29ff6330fd63f49aebac7238b9dd8fd,a3c6ac924dd999674b48c8c10ce05391,32a007c3cea025fd86785ac61678bf86,2012-01-01,,11990,L,,FALSE,,"[{""volgnr"": 1, ""brandstof"": ""Diesel""}]",,,,,bdd29d9b07a55b397dac4328505c9243,1
NL,fa0e8ff5963262767b68d36aeb91ce09,,fa0e8ff5963262767b68d36aeb91ce09,2015-01-01,,1500,M,,FALSE,,"[{""volgnr"": 1, ""brandstof"": ""Benzine""}, {""volgnr"": 2, ""brandstof"": ""Elektriciteit""}]",,,,,313080aa46414e2bd9573e0c095b3be4,1
NL,a29ff6330fd63f49aebac7238b9dd8fd,,32a007c3cea025fd86785ac61678bf86,2008-01-01,,1500,N,,FALSE,,"[{""volgnr"": 1, ""brandstof"": ""Diesel""}]",,,,,3647d1353143f1e157e965fb69cbafa3,1
NL,a29ff6330fd63f49aebac7238b9dd8fd,,50a4dd16e7f89825d6d8b92e6539ca9d,2021-01-01,,1500,N,,FALSE,,"[{""volgnr"": 1, ""brandstof"": ""Diesel""}]",,,,,958f46b0e5076a1c19396d8ed4803784,1
NL,b920429cc3267eae82f7c4fec430abf8,,4d0a6feb5d057b41f2e0dacf763834fa,2011-01-01,,1500,C,,FALSE,,"[{""volgnr"": 1, ""brandstof"": ""Benzine""}]",,,,,e85f7a0b250b6f19d30aa976f5a3ce6d,1
NL,a29ff6330fd63f49aebac7238b9dd8fd,9bd0e027d7e82b5a7b84bfc62033330e,27539b14c614a5a82324a2483645b228,2011-01-01,,18600,T,,FALSE,,"[{""volgnr"": 1, ""brandstof"": ""Diesel""}]",,,,,e7c4fd3339a00e7b7711f9cae8174386,1
NL,fa0e8ff5963262767b68d36aeb91ce09,,fa0e8ff5963262767b68d36aeb91ce09,2004-01-01,,1500,M,,FALSE,,"[{""volgnr"": 1, ""brandstof"": ""Benzine""}]",,,,,9796b84e3ccacab0a72d778de2a674ba,1
NL,fa0e8ff5963262767b68d36aeb91ce09,,fa0e8ff5963262767b68d36aeb91ce09,2021-01-01,,1500,M,,FALSE,,"[{""volgnr"": 1, ""brandstof"": ""Elektriciteit""}, {""volgnr"": 2, ""brandstof"": ""Benzine""}]",,,,,313080aa46414e2bd9573e0c095b3be4,1
NL,6e4b38bfd57741ac1597c440a1c98074,996e8ce50025e8b1e8fa95fcb28c4e5a,d20f83ee6933aa1ea047fe5cbd9c1fd5,2014-01-01,,28430,R,,FALSE,,"[{""volgnr"": 1, ""brandstof"": ""Diesel""}]",,,,,334d65d9ef8869349995f5c3b45a680a,1
GB,,,,,,,M,,FALSE,,,,,,,,1
NL,a29ff6330fd63f49aebac7238b9dd8fd,,32a007c3cea025fd86785ac61678bf86,2021-01-01,,1500,N,,FALSE,,"[{""volgnr"": 1, ""brandstof"": ""Elektriciteit""}]",,,,,db6afb025be0642453da999116a854ca,1
NL,a29ff6330fd63f49aebac7238b9dd8fd,,a8024055ff1b55b2ce337ebb4b8b5465,2016-01-01,,1500,N,,FALSE,,"[{""volgnr"": 1, ""brandstof"": ""Diesel""}]",,,,,78fd3c5ffcd153a3b89fb0cab68f95b1,1
NL,fa0e8ff5963262767b68d36aeb91ce09,,fa0e8ff5963262767b68d36aeb91ce09,2008-01-01,,1500,M,,FALSE,,"[{""volgnr"": 1, ""brandstof"": ""Benzine""}]",,,,,32e487204e64645f44be2467bc9cc636,1
NL,a29ff6330fd63f49aebac7238b9dd8fd,9bd0e027d7e82b5a7b84bfc62033330e,8f9077777fa5a1628575892122480a06,2020-01-01,,16000,T,,FALSE,,"[{""volgnr"": 1, ""brandstof"": ""Diesel""}]",,,,,89a6a5383a1ccadcde08079d666c2883,1
NL,a29ff6330fd63f49aebac7238b9dd8fd,1d78a896187fde2d9238a25c5bfd81e7,67593af54bdb18344f997fad179417af,2017-01-01,,19000,T,,FALSE,,"[{""volgnr"": 1, ""brandstof"": ""Diesel""}]",,,,,2fdd607150f87ba668a75b963bc342e5,1
NL,a29ff6330fd63f49aebac7238b9dd8fd,,32a007c3cea025fd86785ac61678bf86,2009-01-01,,1500,N,,FALSE,,"[{""volgnr"": 1, ""brandstof"": ""Diesel""}]",,,,,b6ab9f5ef3e4246a9ff1a8eef4f8f4d2,1
NL,fa0e8ff5963262767b68d36aeb91ce09,,fa0e8ff5963262767b68d36aeb91ce09,2013-01-01,,1500,M,,TRUE,,"[{""volgnr"": 1, ""brandstof"": ""CNG""}, {""volgnr"": 2, ""brandstof"": ""Benzine""}]",,,,,9a9712d4eb330f5d694e3114056e3896,1
NL,a29ff6330fd63f49aebac7238b9dd8fd,9bd0e027d7e82b5a7b84bfc62033330e,ed08678800235deb8acc718f04ae9030,2019-01-01,,28000,T,,FALSE,,"[{""volgnr"": 1, ""brandstof"": ""Diesel""}]",,,,,df8ecc6a986c04e71db846aaab8261f9,1
NL,a29ff6330fd63f49aebac7238b9dd8fd,,a8024055ff1b55b2ce337ebb4b8b5465,2014-01-01,,1500,N,,FALSE,,"[{""volgnr"": 1, ""brandstof"": ""Diesel""}]",,,,,5dd2bc55bdc83df93e3292213fe1e883,1
NL,fa0e8ff5963262767b68d36aeb91ce09,,fa0e8ff5963262767b68d36aeb91ce09,2017-01-01,,1500,M,,TRUE,,"[{""volgnr"": 1, ""brandstof"": ""Elektriciteit""}]",,,,,bacb7c69ab711bc059789c1d5dc3e282,1
NL,a29ff6330fd63f49aebac7238b9dd8fd,,32a007c3cea025fd86785ac61678bf86,2009-01-01,,1500,N,,FALSE,,"[{""volgnr"": 1, ""brandstof"": ""Diesel""}]",,,,,2eaf5d16d945bd6cc0f78a25670d7aef,1
NL,a29ff6330fd63f49aebac7238b9dd8fd,1d78a896187fde2d9238a25c5bfd81e7,8498a63057a02593d4c51abcb342b132,2010-01-01,,19000,T,,FALSE,,"[{""volgnr"": 1, ""brandstof"": ""Diesel""}]",,,,,e7c4fd3339a00e7b7711f9cae8174386,1
NL,250e8291dda446bb0d7c4e1236f9634d,,b88add571a5d3e2abe129a6d5a49e67b,2018-01-01,,1500,L,,FALSE,,"[{""volgnr"": 1, ""brandstof"": ""Benzine""}]",,,,,f3883caa68d76cf8442b4d81366c1e5f,1
NL,fa0e8ff5963262767b68d36aeb91ce09,,fa0e8ff5963262767b68d36aeb91ce09,2012-01-01,,1500,M,,FALSE,,"[{""volgnr"": 1, ""brandstof"": ""Diesel""}]",,,,,ab5cabba031ad4dea7bcb7d4642fe825,1
NL,a29ff6330fd63f49aebac7238b9dd8fd,cbba98f80402e7875d67378c74fc0272,67593af54bdb18344f997fad179417af,2017-01-01,,19500,T,,FALSE,,"[{""volgnr"": 1, ""brandstof"": ""Diesel""}]",,,,,2fdd607150f87ba668a75b963bc342e5,1
NL,a29ff6330fd63f49aebac7238b9dd8fd,,32a007c3cea025fd86785ac61678bf86,2012-01-01,,1500,N,,FALSE,,"[{""volgnr"": 1, ""brandstof"": ""Benzine""}]",,,,,5a0562b2bbac60fc4fe9a4cbfbc6d8fa,1
NL,250e8291dda446bb0d7c4e1236f9634d,127009d036fc9580655851b014bebe68,b88add571a5d3e2abe129a6d5a49e67b,2017-01-01,,,L,,FALSE,,"[{""volgnr"": 1, ""brandstof"": ""Benzine""}]",,,,,f3883caa68d76cf8442b4d81366c1e5f,1
NL,fa0e8ff5963262767b68d36aeb91ce09,,fa0e8ff5963262767b68d36aeb91ce09,2012-01-01,,1500,M,,FALSE,,"[{""volgnr"": 1, ""brandstof"": ""Diesel""}, {""volgnr"": 2, ""brandstof"": ""Elektriciteit""}]",,,,,a632bf65e65534b38b13935f2192cff5,1
NL,a29ff6330fd63f49aebac7238b9dd8fd,,ed08678800235deb8acc718f04ae9030,2020-01-01,,1500,N,,FALSE,,"[{""volgnr"": 1, ""brandstof"": ""Elektriciteit""}]",,,,,db6afb025be0642453da999116a854ca,1
GB,,,,,,,M,,FALSE,,,,,,,,1
